crate	path	item
oracledb-protocol	crates/oracledb-protocol/src/net/mod.rs	pub fn parse_descriptor(input: &str) -> Result<connectstring::Descriptor> {
oracledb-protocol	crates/oracledb-protocol/src/net/mod.rs	pub mod cassette;
oracledb-protocol	crates/oracledb-protocol/src/net/mod.rs	pub mod connectstring;
oracledb-protocol	crates/oracledb-protocol/src/net/mod.rs	pub struct EasyConnect {
oracledb-protocol	crates/oracledb-protocol/src/oson.rs	pub enum OsonValue {
oracledb-protocol	crates/oracledb-protocol/src/oson.rs	pub fn decode_oson(data: &[u8]) -> Result<OsonValue> {
oracledb-protocol	crates/oracledb-protocol/src/oson.rs	pub fn decode_oson_with_limits(data: &[u8], limits: ProtocolLimits) -> Result<OsonValue> {
oracledb-protocol	crates/oracledb-protocol/src/oson.rs	pub fn encode_oson(value: &OsonValue, supports_long_fnames: bool) -> Result<Vec<u8>> {
oracledb-protocol	crates/oracledb-protocol/src/packet/mod.rs	pub const TNS_HEADER_LEN: usize = 8;
oracledb-protocol	crates/oracledb-protocol/src/packet/mod.rs	pub fn encode(&self) -> Result<Vec<u8>> {
oracledb-protocol	crates/oracledb-protocol/src/packet/mod.rs	pub fn parse(input: &[u8]) -> Result<Self> {
oracledb-protocol	crates/oracledb-protocol/src/packet/mod.rs	pub fn parse_with_limits(input: &[u8], limits: ProtocolLimits) -> Result<Self> {
oracledb-protocol	crates/oracledb-protocol/src/packet/mod.rs	pub struct TnsPacket {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub enum SqlError {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn bind_name_matches_key(bind_name: &str, key: &str) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn bind_names_equal(left: &str, right: &str) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn bind_names_per_occurrence(statement: &str) -> Result<Vec<String>> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn dml_returning_single_bind_name(statement: &str) -> Result<Option<String>> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn generated_object_attr_bind_name(bind_name: &str, attr_name: &str) -> String {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn is_bind_name_char(ch: char) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn is_quoted_bind_name(name: &str) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn parse_alter_session_value(statement: &str, key: &str) -> Option<String> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn plsql_assignment_bind_names(statement: &str) -> Result<Vec<String>> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn plsql_function_return_bind_name(statement: &str) -> Option<String> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn plsql_output_bind_names(statement: &str) -> Result<Vec<String>> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn public_bind_name(name: &str) -> String {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn replace_bind_placeholder(statement: &str, bind_name: &str, replacement: &str) -> String {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn replace_input_bind_placeholder(
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn returning_bind_names(statement: &str) -> Result<Vec<String>> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn rewrite_dml_returning_projection(
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn scan_bind_names(statement: &str) -> Result<Vec<String>> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn simple_sql_identifier(value: &str) -> Option<String> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn single_quote_end(statement: &str, start: usize) -> usize {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn statement_is_ddl(statement: &str) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn statement_is_dml(statement: &str) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn statement_is_plsql(statement: &str) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub fn unique_bind_names(statement: &str) -> Result<Vec<String>> {
oracledb-protocol	crates/oracledb-protocol/src/sql.rs	pub type Result<T> = std::result::Result<T, SqlError>;
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub enum AqDeqPayload {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub enum AqPayloadKind {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub enum AqPayloadValue {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn build_aq_array_deq_payload(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn build_aq_array_enq_payload(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn build_aq_deq_payload(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn build_aq_enq_payload(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn new(name: String, kind: AqPayloadKind, object_oid: Option<Vec<u8>>) -> Self {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn parse_aq_array_response(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn parse_aq_array_response_with_limits(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn parse_aq_deq_response(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn parse_aq_deq_response_with_limits(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn parse_aq_enq_response(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub fn parse_aq_enq_response_with_limits(
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub struct AqArrayResult {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub struct AqDeqMessage {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub struct AqDeqOptions {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub struct AqDeqResult {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub struct AqEnqOptions {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub struct AqMsgProps {
oracledb-protocol	crates/oracledb-protocol/src/thin/aq.rs	pub struct AqQueueDesc {
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn append_auth_phase_one(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn append_auth_phase_two_token(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn append_auth_phase_two_token_with_pop(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn append_auth_phase_two_token_with_pop_and_proxy(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn build_auth_phase_two_payload(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn build_auth_phase_two_payload_with_context_with_seq(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn build_auth_phase_two_payload_with_proxy_with_seq(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn build_auth_phase_two_payload_with_seq(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn build_change_password_payload_with_seq(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn classic_connect_response_is_complete(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn parse_auth_response(payload: &[u8]) -> Result<AuthResponse> {
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub fn parse_auth_response_with_limits(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub struct TokenPop<'a> {
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub(crate) fn parse_return_parameters(reader: &mut TtcReader<'_>) -> Result<AuthResponse> {
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub(crate) fn write_auth_header(
oracledb-protocol	crates/oracledb-protocol/src/thin/auth.rs	pub(crate) fn write_key_value(
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn adjust_refetch_metadata(previous: &ColumnMetadata, current: &mut ColumnMetadata) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn bind_template_from_type_name(type_name: &str, size: u32) -> BindValue {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn bind_value_type_info(value: &BindValue) -> Option<BindTypeInfo> {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn check_fetch_conversion(
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn column_metadata_is_xmltype(metadata: &ColumnMetadata) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn cursor_bind_template() -> BindValue {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn dbobject_attr_max_size(type_name: &str, length: Option<u32>) -> u32 {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn dbobject_attr_precision_scale(
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn dbobject_attr_public_precision_scale(
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn dbobject_element_bind_type_info(dbtype_name: &str, max_size: u32) -> BindTypeInfo {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn dbobject_rowtype_attr_max_size(
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn define_metadata_from_bind(source: &ColumnMetadata, value: &BindValue) -> ColumnMetadata {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn is_cursor_bind_template(value: &BindValue) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn output_bind(value: BindValue) -> BindValue {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn public_dbtype_name_from_bind(value: &BindValue) -> &'static str {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn public_dbtype_name_from_column_metadata(metadata: &ColumnMetadata) -> &'static str {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn public_dbtype_name_from_oracle_type_name(type_name: &str) -> &'static str {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn public_dbtype_name_from_type_name(type_name: &str) -> &'static str {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn public_dbtype_size_info(dbtype_name: &str) -> (u32, u32) {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub fn returning_output_bind(value: BindValue) -> BindValue {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub(crate) fn bind_metadata(value: &BindValue) -> (u8, u8, u32) {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub(crate) fn encode_text_value(value: &str, csfrm: u8) -> Vec<u8> {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub(crate) fn is_output_only(&self) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub(crate) fn is_return_output(&self) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub(crate) fn public_dbtype_name_from_type_info(ora_type_num: u8, csfrm: u8) -> &'static str {
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub(crate) fn write_bind_metadata_with_type(
oracledb-protocol	crates/oracledb-protocol/src/thin/bind.rs	pub(crate) fn write_bind_value(writer: &mut TtcWriter, value: &BindValue, csfrm: u8) -> Result<()> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub fn decode_datetime_value(bytes: &[u8]) -> Result<QueryValue> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub fn decode_number_text_into(
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub fn decode_number_value(bytes: &[u8]) -> Result<QueryValue> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub fn encode_number_text(value: &str) -> Result<Vec<u8>> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn adjust_datetime_by_minutes(
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn civil_from_days(days: i64) -> Result<(i32, u8, u8)> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn days_from_civil(year: i32, month: u8, day: u8) -> Result<i64> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn decode_binary_double(bytes: &[u8]) -> Result<f64> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn decode_binary_float(bytes: &[u8]) -> Result<f32> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn decode_interval_ds(bytes: &[u8]) -> Result<QueryValue> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn decode_interval_ym(bytes: &[u8]) -> Result<QueryValue> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn decode_number_parts(
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn decode_number_parts_stack(
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn decode_text_value(bytes: &[u8], csfrm: u8) -> Result<String> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn encode_binary_double(value: f64) -> [u8; 8] {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn encode_binary_float(value: f32) -> [u8; 4] {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn encode_interval_ds(days: i32, seconds: i32, nanoseconds: i32) -> Result<[u8; 11]> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn encode_interval_ym(years: i32, months: i32) -> Result<[u8; 5]> {
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn encode_oracle_date(
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn encode_oracle_timestamp(
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn encode_oracle_timestamp_tz(
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn encode_oracle_timestamp_tz_with_offset(
oracledb-protocol	crates/oracledb-protocol/src/thin/codecs.rs	pub(crate) fn format_number_digits(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_auth_phase_one_payload(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_auth_phase_two_token_payload(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_auth_phase_two_token_payload_with_pop(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_auth_phase_two_token_payload_with_pop_and_proxy(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_connect_packet_payload(connect_data: &str, sdu: u16) -> Result<Vec<u8>> {
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_data_types_payload() -> Result<Vec<u8>> {
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_fast_auth_phase_one_payload(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_fast_auth_token_payload(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_fast_auth_token_payload_with_pop(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_fast_auth_token_payload_with_pop_and_proxy(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_function_payload(function_code: u8, ttc_field_version: u8) -> Vec<u8> {
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_function_payload_with_seq(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_function_payload_with_seq_and_token(
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn build_protocol_negotiation_payload() -> Result<Vec<u8>> {
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn connect_data_fits_inline(connect_data: &str) -> bool {
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub fn parse_accept_payload(payload: &[u8]) -> Result<AcceptInfo> {
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub(crate) fn skip_data_types_response(reader: &mut TtcReader<'_>) -> Result<()> {
oracledb-protocol	crates/oracledb-protocol/src/thin/connect.rs	pub(crate) fn skip_protocol_message(
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const CS_FORM_IMPLICIT: u8 = 1;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const CS_FORM_NCHAR: u8 = 2;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const EVENT_AQ: u32 = 100;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const EVENT_DEREG: u32 = 5;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const EVENT_OBJCHANGE: u32 = 6;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const EVENT_QUERYCHANGE: u32 = 7;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const OPCODE_ALLROWS: u32 = 0x01;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_BFILE: u8 = 114;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_BINARY_DOUBLE: u8 = 101;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_BINARY_FLOAT: u8 = 100;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_BINARY_INTEGER: u8 = 3;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_BLOB: u8 = 113;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_BOOLEAN: u8 = 252;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_CHAR: u8 = 96;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_CLOB: u8 = 112;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_CURSOR: u8 = 102;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_DATE: u8 = 12;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_INTERVAL_DS: u8 = 183;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_INTERVAL_YM: u8 = 182;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_JSON: u8 = 119;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_LONG: u8 = 8;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_LONG_RAW: u8 = 24;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_NUMBER: u8 = 2;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_OBJECT: u8 = 109;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_RAW: u8 = 23;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_ROWID: u8 = 11;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_TIMESTAMP: u8 = 180;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_TIMESTAMP_LTZ: u8 = 231;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_TIMESTAMP_TZ: u8 = 181;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_UROWID: u8 = 208;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_VARCHAR: u8 = 1;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const ORA_TYPE_NUM_VECTOR: u8 = 127;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const SESSIONLESS_FORMAT_ID: u32 = 0x4e_5c_3e;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const SUBSCR_QOS_DEREG_NFY: u32 = 0x02;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const SUBSCR_QOS_QUERY: u32 = 0x08;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const SUBSCR_QOS_RELIABLE: u32 = 0x01;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const SUBSCR_QOS_ROWIDS: u32 = 0x04;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_ARRAY_DEQ: i32 = 2;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_ARRAY_ENQ: i32 = 1;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_ARRAY_FLAGS_RETURN_MESSAGE_ID: u32 = 0x01;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_EXT_KEYWORD_AGENT_ADDRESS: u16 = 65;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_EXT_KEYWORD_AGENT_NAME: u16 = 64;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_EXT_KEYWORD_AGENT_PROTOCOL: u16 = 66;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_EXT_KEYWORD_ORIGINAL_MSGID: u16 = 69;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_MESSAGE_ID_LENGTH: usize = 16;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_MESSAGE_VERSION: u16 = 1;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_MSG_BUFFERED: u16 = 2;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_MSG_PERSISTENT: u16 = 1;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AQ_MSG_PERSISTENT_OR_BUFFERED: u16 = 3;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AUTH_MODE_CHANGE_PASSWORD: u32 = 0x0000_0002;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AUTH_MODE_IAM_TOKEN: u32 = 0x2000_0000;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AUTH_MODE_LOGON: u32 = 0x0000_0001;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_AUTH_MODE_WITH_PASSWORD: u32 = 0x0000_0100;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_CCAP_FIELD_VERSION_12_1: u8 = 7;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_DATA_FLAGS_BEGIN_PIPELINE: u16 = 0x1000;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_DATA_FLAGS_END_OF_REQUEST: u16 = 0x0800;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_DATA_FLAGS_END_OF_RESPONSE: u16 = 0x2000;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_DATA_FLAGS_EOF: u16 = 0x0040;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_EOCS_FLAGS_TXN_IN_PROGRESS: u32 = 0x0000_0002;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_ERR_NO_MESSAGES_FOUND: i32 = 25228;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FETCH_ORIENTATION_ABSOLUTE: u32 = 0x20;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FETCH_ORIENTATION_CURRENT: u32 = 0x01;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FETCH_ORIENTATION_FIRST: u32 = 0x04;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FETCH_ORIENTATION_LAST: u32 = 0x08;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FETCH_ORIENTATION_NEXT: u32 = 0x02;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FETCH_ORIENTATION_PRIOR: u32 = 0x10;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FETCH_ORIENTATION_RELATIVE: u32 = 0x40;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_AQ_ARRAY: u8 = 145;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_AQ_DEQ: u8 = 122;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_AQ_ENQ: u8 = 121;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_AUTH_PHASE_ONE: u8 = 118;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_AUTH_PHASE_TWO: u8 = 115;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_CLOSE_CURSORS: u8 = 105;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_COMMIT: u8 = 14;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_EXECUTE: u8 = 94;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_FETCH: u8 = 5;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_LOB_OP: u8 = 96;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_LOGOFF: u8 = 9;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_NOTIFY: u8 = 187;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_PING: u8 = 147;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_PIPELINE_BEGIN: u8 = 199;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_PIPELINE_END: u8 = 200;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_ROLLBACK: u8 = 15;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_SUBSCRIBE: u8 = 125;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_TPC_TXN_CHANGE_STATE: u8 = 104;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_FUNC_TPC_TXN_SWITCH: u8 = 103;
oracledb-protocol	crates/oracledb-protocol/src/thin/constants.rs	pub const TNS_INIT_KPNDRREQ: u8 = 1;
